标准商品ID,标准商品,成本价,最低限价,平台,货源商品,货源商,对接码,库存,公开价,商品链接
chatgpt-plus,ChatGPT Plus 试用订阅,9.9,9.9,链动小铺,GPT Plus 未接码成品号（欧洲渠道）每日限量特价 质保2天 下单当天算一天,人工智能小铺,ujsmclrm,20,8.8,https://pay.ldxp.cn/item/2gvaai
chatgpt-codex-service,Codex / ChatGPT 周边服务,10,10,链动小铺,【有教程】印度UPI巴西Pix支付二维码 可提10次【目前绝大部分可成功提取】,AI源头-oak,oak,6,10,https://pay.ldxp.cn/item/ktoiow
chatgpt-free-account,ChatGPT 普号,10,10,链动小铺,gpt普通账号（手搓，Mail邮箱，更适合充pro）,咕咕Ai源头号商（招实力代理）,gugu,4,10,https://pay.ldxp.cn/item/z2awu1
chatgpt-plus,ChatGPT Plus 试用订阅,10,10.5,云猫寄售,gpt plus成品号-质保首登,AI资源直供站,jumw2u3v,2,10,https://catfk.com/item/n54me9
chatgpt-plus,ChatGPT Plus 试用订阅,10.5,11,链动小铺,GPT Plus成品UPI渠道（iCloud邮箱）,iKun AI源头小铺,ikun666,66,11,https://pay.ldxp.cn/item/2a4xmu
chatgpt-plus,ChatGPT Plus 试用订阅,10.5,,链动小铺,GPT RT Plus 日抛（带rt+已绑手机号验证）,晚风小铺,7nt1brjk,110,13.5,https://pay.ldxp.cn/item/1po3hr
chatgpt-plus,ChatGPT Plus 试用订阅,10.5,,链动小铺,Plus成品号 UPI渠道 动态家宽注册 iCloud邮箱 高质量 未接码 质保首登,卷子ai ( Lucky ),Lucky plus,2,11,https://pay.ldxp.cn/item/k96l86
chatgpt-plus,ChatGPT Plus 试用订阅,11,12,链动小铺,【批发价，5个起】GPT RT Plus 成品号无质保（已接码）,AI-小站,xkul0mfd,5,12,https://pay.ldxp.cn/item/xyql8p
chatgpt-plus,ChatGPT Plus 试用订阅,11,,链动小铺,【质保1小时】【稳定】 icloud 邮箱 高质量 plus成品账号，未接码，动态家宽注册,靠谱 AI,bhavppgo,26,11.9,https://pay.ldxp.cn/item/c4jqo2
chatgpt-plus,ChatGPT Plus 试用订阅,11,,链动小铺,成品号Plus特价（质保1天）,AI情报站,j0cznl6v,5,12.9,https://pay.ldxp.cn/item/x2odny
chatgpt-free-account,ChatGPT 普号,11,13,链动小铺,GPT 手机号注册free号(已接码，带免费试用）,稳中求胜,pf9ca1pr,4,3,https://pay.ldxp.cn/item/w3ye13
chatgpt-plus,ChatGPT Plus 试用订阅,11.5,11.5,云猫寄售,高质量plus成品[质保24小时],Antipro（请看店铺公告）,Antipro,17,13.5,https://catfk.com/item/uxwbfh
chatgpt-plus,ChatGPT Plus 试用订阅,11.9,,链动小铺,GPT PLUS-成品号-质保一天-印度upi渠道-支持登录codex,Yee源头ai资源,travis66,1,15.8,https://pay.ldxp.cn/item/i3rxev
chatgpt-plus,ChatGPT Plus 试用订阅,12,12,链动小铺,【7.12新渠道，已接码】GPT RT Plus 成品号无质保,AI-小站,xkul0mfd,16,16.5,https://pay.ldxp.cn/item/lykhcn
chatgpt-plus,ChatGPT Plus 试用订阅,12,13,链动小铺,【已接码】GPT RT Plus 成品号无质保,AI-小站,xkul0mfd,10,16.5,https://pay.ldxp.cn/item/8bgpjo
chatgpt-plus,ChatGPT Plus 试用订阅,12,,链动小铺,【质保1天】chatgptplus成品号质保1天(稳定iCloud邮箱纯手搓),ai小铺888,ai888,69,18,https://pay.ldxp.cn/item/4vecgr
chatgpt-plus,ChatGPT Plus 试用订阅,12,,链动小铺,"cdk兑换gptplus,upi渠道",san qian,7771,27,12,https://pay.ldxp.cn/item/e9be3b
chatgpt-plus,ChatGPT Plus 试用订阅,12,,链动小铺,gpt plus成品号（已接码）无质保,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,165,12,https://pay.ldxp.cn/item/ruwla9
chatgpt-plus,ChatGPT Plus 试用订阅,12,12,链动小铺,GPT RT Plus 成品号 已接码 每日限量特价（欧洲渠道）,人工智能小铺,ujsmclrm,5,12,https://pay.ldxp.cn/item/1050qy
chatgpt-plus,ChatGPT Plus 试用订阅,12,,链动小铺,Plus 日抛号 已接码 质保24H,榴莲的小店,liulian,24,12,https://pay.ldxp.cn/item/emtvr9
chatgpt-plus,ChatGPT Plus 试用订阅,12,,云猫寄售,【质保1天】iCloud邮箱gptplus月卡会员质保1天成品号（不可反代）,ai小铺888,ai999,20,12,https://catfk.com/item/hmhc0f
chatgpt-plus,ChatGPT Plus 试用订阅,12.8,,链动小铺,GPT Plus 充值CDK 新渠道 自动充值渠道非成品需自备账号，自己账号有team不能冲,NiuGe AI 加钟站,niugestop,8,12.8,https://pay.ldxp.cn/item/7k7j28
chatgpt-plus,ChatGPT Plus 试用订阅,12.8,,链动小铺,GPT Plus充值CDK - 欧洲自动充值渠道非成品需自备账号，自己账号有team不能冲,NiuGe AI 加钟站,niugestop,5,12.8,https://pay.ldxp.cn/item/ez2isn
chatgpt-plus,ChatGPT Plus 试用订阅,13,14,链动小铺,【7.12新渠道，未接码】GPT RT Plus 成品号无质保,AI-小站,xkul0mfd,6,15.5,https://pay.ldxp.cn/item/h7eprl
chatgpt-plus,ChatGPT Plus 试用订阅,13,14,链动小铺,【未接码】GPT RT Plus 成品号无质保,AI-小站,xkul0mfd,4,15.5,https://pay.ldxp.cn/item/8iadcr
chatgpt-plus,ChatGPT Plus 试用订阅,13,,链动小铺,谷歌注册GPT【plus】,340 【招代理】,340,52,13,https://pay.ldxp.cn/item/teyqpd
chatgpt-plus,ChatGPT Plus 试用订阅,13,13,链动小铺,稳定pix 渠道 - ChatGPT Plus 月卡 成品号,源头AI充值【旗舰服务】,codexx,3,13,https://pay.ldxp.cn/item/5vpu9j
chatgpt-plus,ChatGPT Plus 试用订阅,13,13,链动小铺,GPT Plus 成品 无质保 （依旧稳得没边）,小凡的AI小铺,t9m0ph6o,19,16,https://pay.ldxp.cn/item/9nt85b
chatgpt-plus,ChatGPT Plus 试用订阅,13,,链动小铺,"gpt plus 无质保 无接码,可反代,icloud邮箱,upi渠道",san qian,7771,12,13,https://pay.ldxp.cn/item/nebx4y
chatgpt-plus,ChatGPT Plus 试用订阅,13.5,,链动小铺,🔥48H质保｜谷歌账号注册的ChatGPT Plus｜已使用美区实卡长效接码 （后期随时用）,AI账号乐园,1234567890,9,15.88,https://pay.ldxp.cn/item/fkvo23
chatgpt-plus,ChatGPT Plus 试用订阅,13.5,,链动小铺,谷歌邮件 成品 Plus（质保1天）,NFXW,a8d0q7u7,75,17.88,https://pay.ldxp.cn/item/wezle9
chatgpt-plus,ChatGPT Plus 试用订阅,14,15,链动小铺,复活渠道 ChatGPT-Plus一个月CKD卡密直充你的账号 非日抛渠道 （印度UPI 全邮箱通杀）,古法卡商,7qpxxkfx,3,29.9,https://pay.ldxp.cn/item/fe821r
chatgpt-plus,ChatGPT Plus 试用订阅,14,14,链动小铺,GPT PLUS镜像站【周卡】,AI gogo渠道 （招代理）,gogo,8,15,https://pay.ldxp.cn/item/1ko4w3
chatgpt-plus,ChatGPT Plus 试用订阅,14,,链动小铺,iCloud/谷歌邮箱随机发-PLUS成品号-质保首登-带2FA认证-非日抛-稳定性可靠,GPT-源头供货-招代理,k6u37bm4,9,15,https://pay.ldxp.cn/item/6xo951
chatgpt-plus,ChatGPT Plus 试用订阅,14.5,14.5,链动小铺,手搓 PLUS 成品，icloud 邮箱，家宽住宅手搓 未绑定手机号码，稳定性自测 ，网页直接登,AI 云智聪聪,u0fffzj6,2,14.5,https://pay.ldxp.cn/item/vi80cs
chatgpt-plus,ChatGPT Plus 试用订阅,14.8,,链动小铺,ChatGPT Plus 月卡 成品号非日抛,GPT源头直出,335533,21,25,https://pay.ldxp.cn/item/7j4fqh
chatgpt-plus,ChatGPT Plus 试用订阅,15,15,链动小铺,『全新技术』GPT Plus月卡★非常稳定成品号 | 质保1天 (upi渠道2),源头AI充值【旗舰服务】,codexx,3,15,https://pay.ldxp.cn/item/99nbpc
chatgpt-plus,ChatGPT Plus 试用订阅,15,,链动小铺,【质保首登】自营GPTPlus成品号1个月【icloud邮箱】,Ai小伙计,Jony,6,15,https://pay.ldxp.cn/item/3fhxck
chatgpt-plus,ChatGPT Plus 试用订阅,15,,链动小铺,【icloud邮箱】GPTPlus成品号【质保首登】,Ai小牛马,39utmonb,6,15,https://pay.ldxp.cn/item/deefgp
chatgpt-plus,ChatGPT Plus 试用订阅,15,,链动小铺,GPT Plus 超性价比月卡上线 🚀 告别$20月费+稳如老狗+放心购买,唐伯猫小铺,ntq68jfm,39,15,https://pay.ldxp.cn/item/l20we7
chatgpt-plus,ChatGPT Plus 试用订阅,15,,链动小铺,gpt plus成品号可用codex（24小时质保已接码）,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,94,15,https://pay.ldxp.cn/item/7r53yy
chatgpt-plus,ChatGPT Plus 试用订阅,15,,链动小铺,gpt plus成品号可用codex无质保,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,134,15,https://pay.ldxp.cn/item/sawgyi
chatgpt-plus,ChatGPT Plus 试用订阅,15,15,链动小铺,GPT-Plus 自助充值cdk-印度稳定 UPI,源头AI充值【旗舰服务】,codexx,9,15,https://pay.ldxp.cn/item/teh1se
chatgpt-plus,ChatGPT Plus 试用订阅,15,15,链动小铺,GPT-Plus 自助充值cdk-印度最稳定 UPI,源头AI充值【旗舰服务】,codexx,12,15,https://pay.ldxp.cn/item/rum67w
chatgpt-team-business,ChatGPT Team / Business,15,15,链动小铺,GPT5.6的日卡,满血AI中转站,nassa,54,15,https://pay.ldxp.cn/item/2q7eju
chatgpt-plus,ChatGPT Plus 试用订阅,15,15,云猫寄售,gpt plus成品号-质保一天-新渠道-邮箱,GPTcodex官方低价,codexx,5,15,https://catfk.com/item/3nhjvr
chatgpt-plus,ChatGPT Plus 试用订阅,15,15,云猫寄售,GPT Plus充值CDK - upi 自动充值渠道非成品需自备账号,GPTcodex官方低价,codexx,8,20,https://catfk.com/item/i61tst
chatgpt-plus,ChatGPT Plus 试用订阅,15,15,云猫寄售,gpt-plus日抛成品号，登陆可用（质保）优惠出,汇聚AI,666888,20,15,https://catfk.com/item/62f92l
chatgpt-plus,ChatGPT Plus 试用订阅,15.5,16,链动小铺,GPT Plus成品UPI渠道（质保三天）,iKun AI源头小铺,ikun666,15,16,https://pay.ldxp.cn/item/uztybe
chatgpt-plus,ChatGPT Plus 试用订阅,16.5,,链动小铺,谷歌邮件 成品 Plus（质保3天）,NFXW,a8d0q7u7,79,19.99,https://pay.ldxp.cn/item/l818se
chatgpt-plus,ChatGPT Plus 试用订阅,17,,链动小铺,【质保3天】【稳定】 icloud 邮箱 高质量 plus成品账号，未接码，动态家宽注册,靠谱 AI,bhavppgo,19,17.9,https://pay.ldxp.cn/item/9mnrnj
chatgpt-plus,ChatGPT Plus 试用订阅,17.5,,链动小铺,强推 Plus 成品号 UPI印度渠道 已接码 质保24H,5jupe1,5jupe1,20,18,https://pay.ldxp.cn/item/zpgs6k
chatgpt-plus,ChatGPT Plus 试用订阅,18,18,链动小铺,[质保3天] Plus成品号 动态家宽注册 高质量 icloud邮箱,卷子ai ( Lucky ),Lucky plus,3,18.8,https://pay.ldxp.cn/item/za7cwm
chatgpt-plus,ChatGPT Plus 试用订阅,18,,链动小铺,【质保3天】Gmail注册GPT PLUS高品质账号,ai小店,b5fdiabf,3,18,https://pay.ldxp.cn/item/q71xi8
chatgpt-plus,ChatGPT Plus 试用订阅,18,,链动小铺,谷歌注册GPT【plus】质保三天,340 【招代理】,340,43,18,https://pay.ldxp.cn/item/zzwhz4
chatgpt-plus,ChatGPT Plus 试用订阅,18,18,云猫寄售,gpt plus成品号-质保一天-codex需要自行接码,GPT-Gemini稳定低价,aishop,3,20,https://catfk.com/item/pn3rxl
chatgpt-plus,ChatGPT Plus 试用订阅,18.8,19.8,链动小铺,【plus新号高质量icloud域名】【自研新渠道，网页可登录，未绑定手机，一号一ip注册】手搓plus成品号,眺望AI铺,dbw0th8z,1,19.8,https://pay.ldxp.cn/item/is8h3c
chatgpt-plus,ChatGPT Plus 试用订阅,19.8,,链动小铺,ChatGPT Plus月渠道 - 成品号非日抛,GPT，claude源头,889966,10,25.8,https://pay.ldxp.cn/item/wsuh7s
chatgpt-team-business,ChatGPT Team / Business,19.9,19.9,链动小铺,GPT5.6pro远程一小时网页版体验或者帮解决网络和codex安装问题二选一,壹号智连AI全网最全源头,8888888888888,88,19.9,https://pay.ldxp.cn/item/offpzq
chatgpt-plus,ChatGPT Plus 试用订阅,20,,链动小铺,[谷歌邮箱]GPT Plus成品号(纯手搓/质保24h🉑反代),神明ai卡商号商（招实力代理）,KIKI,11,20,https://pay.ldxp.cn/item/5j3gvh
chatgpt-plus,ChatGPT Plus 试用订阅,20,,链动小铺,【质保3天】iCloud邮箱gptplus会员月卡质保3天纯手搓,ai小铺888,ai888,10,25,https://pay.ldxp.cn/item/5n9z4y
chatgpt-plus,ChatGPT Plus 试用订阅,20,,链动小铺,【icloud最稳渠道】ChatGPT成品号 ChatGPTPlus成品号 ChatGPTPlus月卡成品号(质保首登),AKMOZ.com魔卡AI（销量9k+）只做精品【GPT plus成品号 直充 接码】（无条件质保）,AiMan,6,31,https://pay.ldxp.cn/item/9axixc
chatgpt-plus,ChatGPT Plus 试用订阅,20,20,链动小铺,GPT Plus 成品号 质保5天 稳的没边,小凡的AI小铺,t9m0ph6o,22,25,https://pay.ldxp.cn/item/v0mo8h
chatgpt-plus,ChatGPT Plus 试用订阅,20,20,云猫寄售,chatgpt plus未接码成品号UPI，PP渠道随机发，25-30天成品（质保4天）,哈基米AI,999,4,25,https://catfk.com/item/1jz5k5
chatgpt-plus,ChatGPT Plus 试用订阅,21,,链动小铺,【众选-GPT月卡】-质保48H-ChatGPT成品号 ChatGPTPlus成品号 ChatGPTPlus月卡成品号,AKMOZ.com魔卡AI（销量13k+）只做精品Ai,akmoz,30,31,https://pay.ldxp.cn/item/4yb9f7
chatgpt-plus,ChatGPT Plus 试用订阅,21,,云猫寄售,【众选-GPT月卡】-质保48H-ChatGPT成品号 ChatGPTPlus成品号 ChatGPTPlus月卡成品号,AKMOZ-魔卡AI-成品号不封,akmoz,2,35,https://catfk.com/item/tycn6l
chatgpt-plus,ChatGPT Plus 试用订阅,23,,链动小铺,成品号Plus（质保3天）,AI情报站,j0cznl6v,6,24.9,https://pay.ldxp.cn/item/qfxljb
chatgpt-plus,ChatGPT Plus 试用订阅,23,24,链动小铺,成品gpt Plus. 没有绑手机号,商家7556,gptplus,1,6,https://pay.ldxp.cn/item/ee4n53
chatgpt-plus,ChatGPT Plus 试用订阅,24,20,链动小铺,chatgpt plus 直卡账号----质保首登（购买后1h）----未接码,0刀虚拟卡（招代理分销）,6tevvto7,10,25.88,https://pay.ldxp.cn/item/pwovoz
chatgpt-plus,ChatGPT Plus 试用订阅,24,24,云猫寄售,plus高质量号(质保7天),Antipro（请看店铺公告）,Antipro,1,27,https://catfk.com/item/nh6v1l
chatgpt-plus,ChatGPT Plus 试用订阅,24.99,29.99,链动小铺,GPT PLUS（未接码，质保首登）,Ricardo666,Ricardo666,1,29.99,https://pay.ldxp.cn/item/njchr6
chatgpt-plus,ChatGPT Plus 试用订阅,25,,链动小铺,质保5天渠道-iCloud/谷歌邮箱-PLUS-成品-未接码-支持登录网页端-接码登录codex-质保5天,GPT-源头供货-招代理,k6u37bm4,1,28,https://pay.ldxp.cn/item/plfxjm
chatgpt-plus,ChatGPT Plus 试用订阅,25,,链动小铺,"gpt plus,质保5天",san qian,7771,14,25,https://pay.ldxp.cn/item/bjp72h
chatgpt-plus,ChatGPT Plus 试用订阅,25,,云猫寄售,【质保7天】谷歌邮箱gptplus月卡会员质保30天成品号（不可反代）,ai小铺888,ai999,1,25,https://catfk.com/item/bqulpn
chatgpt-plus,ChatGPT Plus 试用订阅,25,25,云猫寄售,gpt plus成品号-质保三天！,GPT-Gemini稳定低价,aishop,3,25,https://catfk.com/item/4rsyro
chatgpt-plus,ChatGPT Plus 试用订阅,26,,链动小铺,【质保7天】【稳定】 icloud 邮箱 高质量 plus成品账号，未接码，动态家宽注册,靠谱 AI,bhavppgo,14,26.9,https://pay.ldxp.cn/item/297jdc
chatgpt-plus,ChatGPT Plus 试用订阅,28,,链动小铺,GPT Plus成品号（一周质保）,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,105,28,https://pay.ldxp.cn/item/i4fna9
chatgpt-plus,ChatGPT Plus 试用订阅,28.8,28.8,链动小铺,ChatGPT月卡成品号 - icloud全新技术 - 高稳定版本,源头AI充值【旗舰服务】,codexx,7,28.8,https://pay.ldxp.cn/item/2l5v2u
chatgpt-plus,ChatGPT Plus 试用订阅,29,29.9,链动小铺,GPT Plus成品UPI渠道（质保10天）,iKun AI源头小铺,ikun666,16,29.9,https://pay.ldxp.cn/item/ar4fo9
chatgpt-plus,ChatGPT Plus 试用订阅,30,,链动小铺,【质保7天】自营GPTPlus成品号1个月【icloud邮箱】,Ai小伙计,Jony,1,35,https://pay.ldxp.cn/item/fqyqc9
chatgpt-plus,ChatGPT Plus 试用订阅,30,30,链动小铺,GPT Plus 成品号 质保10天 稳的没边,小凡的AI小铺,t9m0ph6o,21,35,https://pay.ldxp.cn/item/6qthvu
chatgpt-plus,ChatGPT Plus 试用订阅,30,30,链动小铺,GPT-image2 50积分/日，30天共1500积分（月卡）,鸭梨AI image2 图像生成服务,btrb4gan,96,39.99,https://pay.ldxp.cn/item/fyo7li
chatgpt-plus,ChatGPT Plus 试用订阅,32,,链动小铺,[谷歌邮箱]GPT Plus成品号(已开通2FA/纯手搓/质保三天🉑反代),神明ai卡商号商（招实力代理）,KIKI,5,30,https://pay.ldxp.cn/item/4d6gan
chatgpt-plus,ChatGPT Plus 试用订阅,34,,链动小铺,【icloud邮箱】GPTPlus成品号1个月【质保7天】,Ai小牛马,39utmonb,3,35,https://pay.ldxp.cn/item/g7x8j8
chatgpt-plus,ChatGPT Plus 试用订阅,35,,链动小铺,[谷歌账号]GPT Plus成品号(已通2FA/纯手搓/质保五天🉑反代),神明ai卡商号商（招实力代理）,KIKI,4,35,https://pay.ldxp.cn/item/ea6b91
chatgpt-plus,ChatGPT Plus 试用订阅,35,,链动小铺,老渠道复活稳定开新号成品plus账号保护10天稳定20天已经配置好接码可用来coedx 一人一个号无共号 [加库存中],AI小屋,jtde4zxj,38,40,https://pay.ldxp.cn/item/lhqqab
chatgpt-plus,ChatGPT Plus 试用订阅,35,,链动小铺,质保7天渠道-iCloud/谷歌邮箱随机发-PLUS-成品-未接码-支持登录网页端-接码登录codex-质保7天,GPT-源头供货-招代理,k6u37bm4,3,35,https://pay.ldxp.cn/item/7wptsg
chatgpt-plus,ChatGPT Plus 试用订阅,35,35,云猫寄售,网页端双拼之一|ChatGPT Plus 拼车｜（GPT对话二人拼）｜月付,GPT-Gemini稳定低价,aishop,19,40,https://catfk.com/item/jglhp6
chatgpt-plus,ChatGPT Plus 试用订阅,35,35,云猫寄售,plus高质量号(质保10天),Antipro（请看店铺公告）,Antipro,1,40,https://catfk.com/item/a9knjb
chatgpt-plus,ChatGPT Plus 试用订阅,38,25,链动小铺,【最稳成品号】【质保7天】GPT PLUS月卡高品质Gmail成品号,ai教父,aijiaofu,1,40,https://pay.ldxp.cn/item/4bizme
chatgpt-plus,ChatGPT Plus 试用订阅,38,,链动小铺,chatgpt plus拼车5人,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,29,38,https://pay.ldxp.cn/item/402dmz
chatgpt-plus,ChatGPT Plus 试用订阅,39.9,39.9,链动小铺,GPT Plus成品UPI渠道（质保15天）,iKun AI源头小铺,ikun666,14,39.9,https://pay.ldxp.cn/item/yxetb0
chatgpt-plus,ChatGPT Plus 试用订阅,40,,链动小铺,【质保15天】ChatGPT成品号 ChatGPTPlus成品号 ChatGPTPlus月卡成品号,AKMOZ.com魔卡AI（销量9k+）只做精品【GPT plus成品号 直充 接码】（无条件质保）,AiMan,5,49,https://pay.ldxp.cn/item/k3lrzu
chatgpt-plus,ChatGPT Plus 试用订阅,40,,链动小铺,【质保7天】谷歌邮箱gptplus会员质保7天月卡成品号plus账号（不能反代）,ai小铺888,ai888,5,45,https://pay.ldxp.cn/item/3qg3fh
chatgpt-go,ChatGPT Go,40,,链动小铺,1个月 gpt go会员 美区订阅（有苹果账单）主页无手续费卡网购买（质保订阅）,AI小店,0000001,1,41,https://pay.ldxp.cn/item/ubfro1
chatgpt-go,ChatGPT Go,40,40,链动小铺,GPT GO 【秒冲不排队/可覆盖】30天质保 24h可充,Ludan AI商店【GPT源头直供/招代理】,ludan,14,40,https://pay.ldxp.cn/item/9yct3x
chatgpt-plus,ChatGPT Plus 试用订阅,40,,链动小铺,"gpt plus,质保10天",san qian,7771,9,40,https://pay.ldxp.cn/item/ifbmcm
chatgpt-plus,ChatGPT Plus 试用订阅,40,,链动小铺,gptplus拼车4人,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,35,48,https://pay.ldxp.cn/item/26ddtf
chatgpt-plus,ChatGPT Plus 试用订阅,40,42,链动小铺,Plus成品号稳定12天(纯手搓，可直接使用codex),稳中求胜,pf9ca1pr,1,42,https://pay.ldxp.cn/item/1o474x
chatgpt-plus,ChatGPT Plus 试用订阅,42,,链动小铺,GPTplus月卡（质保12天）成品号,AI情报站,j0cznl6v,9,45,https://pay.ldxp.cn/item/vfvz5o
chatgpt-plus,ChatGPT Plus 试用订阅,43,,链动小铺,【质保15天】 【稳定】icloud 邮箱 高质量 plus成品账号，未接码，动态家宽注册,靠谱 AI,bhavppgo,16,44.9,https://pay.ldxp.cn/item/2ato7n
chatgpt-go,ChatGPT Go,43,,链动小铺,ChatGPT 充值码，对应8美元一个月的Go订阅,AKMOZ.com魔卡AI（销量13k+）只做精品Ai,akmoz,2,46,https://pay.ldxp.cn/item/dfigsu
chatgpt-plus,ChatGPT Plus 试用订阅,44,,链动小铺,【臻选-GPT月卡】-质保15天- ChatGPT成品号 ChatGPTPlus成品号 ChatGPTPlus月卡成品号,AKMOZ.com魔卡AI（销量13k+）只做精品Ai,akmoz,4,49,https://pay.ldxp.cn/item/4nawzm
chatgpt-go,ChatGPT Go,44,,链动小铺,Chat GPT GO 月卡 美区（安卓IOS通用）正规IOS 质保30天,Cici-AI源头「招代理分销 不卖散户」,cici,1,48,https://pay.ldxp.cn/item/ym62wf
chatgpt-plus,ChatGPT Plus 试用订阅,44,,云猫寄售,【臻选-GPT月卡】-质保15天- ChatGPT成品号 ChatGPTPlus成品号 ChatGPTPlus月卡成品号,AKMOZ-魔卡AI-成品号不封,akmoz,1,49,https://catfk.com/item/yc6vw2
chatgpt-plus,ChatGPT Plus 试用订阅,45,65,链动小铺,【销量第一】GPT plus 稳定号质保三十天,沈万三的Ai聚宝盆,shenwansan,33,1055,https://pay.ldxp.cn/item/h7lm3d
chatgpt-plus,ChatGPT Plus 试用订阅,45,,云猫寄售,【质保15天】谷歌邮箱gptplus月卡会员质保30天成品号（不可反代）,ai小铺888,ai999,2,45,https://catfk.com/item/blxde5
chatgpt-plus,ChatGPT Plus 试用订阅,48,,链动小铺,【质保15天】谷歌邮箱gptplus质保15天月卡成品号（不能反代）,ai小铺888,ai888,2,55,https://pay.ldxp.cn/item/m4xwur
chatgpt-plus,ChatGPT Plus 试用订阅,48,,链动小铺,GPT Plus 月卡成品号（质保25天）,AI小店【Chat GPT 稳定成品号】,slaxbs6p,2,58,https://pay.ldxp.cn/item/u2acb4
